order_id,customer_id,customer_name,email,phone,city,state,country,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,order_status,order_date,shipping_address,delivery_days
ORD006742,CUST2931,Brendan Austin,graykaylee@hotmail.com,0047055680,Taylorshire,South Carolina,Saint Barthelemy,PROD863,Quality Laptop,Grocery,5,7840.25,0.31,27048.86,Credit Card,Returned,2024-04-20,"93122 Haney Extension, Marychester, MI 68323",10
ORD006743,CUST9138,Kara Thomas,rhondamcbride@yahoo.com,001-471-874-6752,West Kenneth,North Carolina,Norfolk Island,PROD137,Government Laptop,Grocery,5,15537.74,0.1,69919.83,Debit Card,Returned,2024-10-10,"1002 Townsend Terrace Suite 557, West Maryview, MT 77527",3
ORD006744,CUST3940,Elizabeth Smith,gfisher@alexander-rocha.com,971.024.6090x5453,West Heidi,Arizona,Iran,PROD736,Grow Table,Books,2,9184.71,0.13,15981.4,UPI,Cancelled,2024-10-23,"1176 Grant Orchard Apt. 587, Taylorstad, SD 99614",1
ORD006745,CUST5041,Mark Nelson,andresvasquez@yahoo.com,(412)132-3835x662,Reneeville,Connecticut,Togo,PROD236,Career Laptop,Grocery,3,7346.72,0.22,17191.32,UPI,Processing,2024-11-29,"610 Corey Lake, West Teresa, IA 98011",3
ORD006746,CUST8347,Kelly Williamson,vickiheath@taylor.com,212.297.2119,North Shannon,West Virginia,Western Sahara,PROD983,Necessary Laptop,Home & Kitchen,5,2786.02,0.29,9890.37,Net Banking,Delivered,2025-04-08,"31398 Lewis Brooks, North Aaron, CA 92897",2
ORD006747,CUST1888,Isaac Valenzuela,kimberlyandersen@schroeder.com,001-915-551-2971x219,Lake Justin,Tennessee,French Polynesia,PROD263,Under Bag,Grocery,2,35454.57,0.36,45381.85,Cash on Delivery,Cancelled,2025-01-14,"04110 Courtney Wall Suite 412, Onealburgh, WY 75088",10
ORD006748,CUST2875,David Hartman,lopezcolleen@diaz-wolfe.com,(134)882-4738,Ryanstad,New York,Papua New Guinea,PROD328,Nothing Table,Home & Kitchen,1,7078.36,0.23,5450.34,Credit Card,Processing,2024-11-01,"841 Todd Land, Mccartytown, UT 24622",5
ORD006749,CUST3632,Steven Ryan,psimmons@foster.info,001-619-079-7644,West Kendra,Wisconsin,Saint Kitts and Nevis,PROD359,Develop Phone,Home & Kitchen,4,24392.41,0.16,81958.5,Cash on Delivery,Delivered,2024-10-13,"987 Baker Mall, North Katelyn, SD 46900",6
ORD006750,CUST1740,Brenda Hill,bartonmichael@walton.com,452-460-4177,Martinchester,Louisiana,French Southern Territories,PROD674,Win Table,Toys,1,281.89,0.27,205.78,Debit Card,Delivered,2024-03-26,"70916 Rodriguez Path Apt. 266, East Donaldtown, IL 35692",2
ORD006751,CUST6175,Cassidy Morales,sking@hotmail.com,+1-239-648-3956x37795,Jeremybury,New Jersey,South Africa,PROD539,Year Laptop,Beauty,5,4723.95,0.12,20785.38,Cash on Delivery,Returned,2024-05-09,"2985 Acosta Cape, Brandonland, OR 40730",1
ORD006752,CUST4264,Derrick White,jordanemily@gmail.com,279-850-9291,East Jessicaport,West Virginia,Bouvet Island (Bouvetoya),PROD882,Walk Bag,Home & Kitchen,3,31237.51,0.37,59038.89,Net Banking,Processing,2024-08-03,"818 Cruz Rapids, Carterstad, KS 58358",6
ORD006753,CUST4892,Mark Ryan,deanbarry@hotmail.com,001-062-860-2844x93315,North Michaelview,Arizona,Hungary,PROD527,Accept Shoes,Home & Kitchen,2,29350.68,0.13,51070.18,UPI,Processing,2025-02-22,"717 Kaitlin Creek, New James, NE 45052",6
ORD006754,CUST9192,Deborah Dunn,xsutton@santos.com,806.259.7908,Holmesfurt,Washington,Lithuania,PROD739,Miss Phone,Toys,3,47930.04,0.08,132286.91,Net Banking,Returned,2025-05-07,"271 Vincent Forge, Stephanieland, AL 38981",10
ORD006755,CUST8180,Jennifer Medina,murrayshannon@yahoo.com,+1-953-755-9760x76051,Tylerfort,Ohio,Bouvet Island (Bouvetoya),PROD405,Business Shoes,Sports,1,25895.72,0.33,17350.13,Credit Card,Delivered,2024-06-26,"51619 Reyes Cape Suite 090, Dianaberg, OH 43214",3
ORD006756,CUST4878,Robert Oconnell,andrew63@martin.info,(942)038-5244x7831,East Diane,Nevada,Pakistan,PROD340,Various Phone,Books,5,44288.75,0.18,181583.88,Cash on Delivery,Delivered,2025-02-21,"93124 Alexa Meadows, Aaronview, VT 98932",4
ORD006757,CUST1488,Mr. Brandon Smith,moorelaura@mahoney.com,001-471-395-5045,Morganfurt,Missouri,Malaysia,PROD380,Fact Table,Fashion,4,48951.95,0.28,140981.62,Debit Card,Processing,2025-04-17,"5105 Travis Freeway, Ericburgh, NJ 28981",8
ORD006758,CUST8040,Savannah Shaffer,judith73@gmail.com,001-028-621-0682x23636,Port Travis,Hawaii,Guatemala,PROD967,Imagine Table,Toys,5,7133.16,0.11,31742.56,Cash on Delivery,Delivered,2024-05-11,"5035 Jaime Vista Apt. 366, Michelleton, RI 98137",9
ORD006759,CUST5477,Nicholas Weeks,smithrussell@williams.biz,(604)730-9943,West Brandiberg,North Dakota,Iceland,PROD272,Security Table,Sports,5,22680.48,0.35,73711.56,Debit Card,Shipped,2025-03-30,"1728 Hicks Courts, South Shelly, MO 43672",3
ORD006760,CUST9313,Allison Green,weeksjames@white.com,848.906.5743x14909,West Melissa,Idaho,British Indian Ocean Territory (Chagos Archipelago),PROD590,Stand Watch,Home & Kitchen,2,25990.17,0.02,50940.73,Debit Card,Shipped,2024-05-30,"04972 John Forge Apt. 172, Michaelfurt, ND 89510",8
ORD006761,CUST9389,Laura Heath,hernandezbridget@jones.biz,546-558-3066,Curryland,Rhode Island,Pitcairn Islands,PROD128,Around Shoes,Fashion,1,15251.91,0.03,14794.35,Debit Card,Processing,2025-03-29,"50440 Brian Fords Apt. 442, Port Jessica, MN 94823",1
ORD006762,CUST8489,Alan Harding,kingnicole@berry-boyd.com,(213)088-5043x142,East Timothy,Minnesota,Cyprus,PROD340,Town Shoes,Home & Kitchen,4,45111.9,0.3,126313.32,Credit Card,Delivered,2024-10-01,"37957 Woodward Court, Williamfurt, DE 06073",7
ORD006763,CUST2173,Timothy Eaton,garciacharles@yahoo.com,409-730-0020,New Katrina,Missouri,Nigeria,PROD142,Author Phone,Home & Kitchen,2,25468.92,0.36,32600.22,UPI,Cancelled,2024-01-19,"892 Jacqueline Drives Suite 954, North Bryan, NV 65355",2
ORD006764,CUST7690,Candice Brown,carriemccullough@fernandez-foster.com,259.805.4176x02597,South Melissahaven,New York,New Zealand,PROD425,Let Laptop,Grocery,3,33825.64,0.21,80166.77,Debit Card,Delivered,2024-10-08,"433 Flores Forge Suite 430, Ruizborough, AL 55396",6
ORD006765,CUST2102,Debbie Lamb,ustephens@stephens-ortiz.com,885-404-7680,Wolfhaven,South Carolina,Netherlands Antilles,PROD931,Letter Laptop,Toys,2,32082.57,0.29,45557.25,Cash on Delivery,Returned,2024-04-15,"181 Harris Tunnel, Port Julietown, CO 18933",9
ORD006766,CUST9919,Amy Howard,kevinyoung@little.com,424.954.9991x31686,Lake Christopher,Missouri,Sierra Leone,PROD111,Clear Shoes,Grocery,3,27165.35,0.3,57047.23,Debit Card,Processing,2024-02-02,"Unit 0936 Box 3345, DPO AA 02480",1
ORD006767,CUST4457,Melvin Bennett,jeffrey65@miller.net,+1-728-480-3673,North Bettyfurt,Washington,Estonia,PROD978,Yet Watch,Toys,5,25463.21,0.05,120950.25,Debit Card,Delivered,2024-01-15,"05145 Chad Passage Suite 563, West Danielville, KY 74107",7
ORD006768,CUST6279,Michael Conner,uroberts@douglas-wagner.com,(571)694-3647x915,Woodland,Colorado,Guam,PROD761,Although Table,Grocery,3,25743.61,0.1,69507.75,Credit Card,Returned,2024-01-18,"027 Davis Wells, Torreschester, UT 85933",4
ORD006769,CUST2102,Stacey Hall,maryhall@wilson.com,9785980099,East Samantha,Tennessee,Lebanon,PROD398,Check Bag,Grocery,1,39518.85,0.24,30034.33,Net Banking,Cancelled,2024-01-19,"81549 Reid Passage, New Elizabethburgh, AR 84304",7
ORD006770,CUST5413,Dennis Decker,makaylawatson@johnson.com,001-165-914-1547,West Nicholas,Missouri,Moldova,PROD131,Month Laptop,Electronics,2,644.39,0.06,1211.45,Cash on Delivery,Processing,2025-04-02,"85078 Julie Meadow Suite 806, Lake Carlafort, IN 04798",1
ORD006771,CUST5572,Courtney Webb,kimberlyjohnson@roberts.info,8169319681,Harriston,Tennessee,Fiji,PROD795,Scene Watch,Books,2,30408.7,0.04,58384.7,Credit Card,Cancelled,2024-01-15,"200 Miranda Forge, Luketown, MA 18194",2
ORD006772,CUST8055,Karen Mosley,keith93@hotmail.com,(453)397-7516,Port Austinland,Connecticut,Oman,PROD784,Follow Watch,Books,2,47517.2,0.24,72226.14,Cash on Delivery,Cancelled,2024-07-07,"01766 Ware Tunnel, South Sarah, FL 24858",7
ORD006773,CUST1444,Veronica Morales,christopher94@hays.com,834.235.6660,Lake Nicole,Wisconsin,Spain,PROD705,Leave Watch,Fashion,5,37226.64,0.24,141461.23,Debit Card,Returned,2024-01-09,"55143 Christopher Lodge, East Michellemouth, IL 12795",6
ORD006774,CUST6720,Travis Camacho,nrobinson@parker.com,(616)274-1417x2363,New Staceyfort,Colorado,Yemen,PROD279,Fill Table,Beauty,5,22850.34,0.25,85688.77,Debit Card,Returned,2024-10-15,"7246 Lane Branch Suite 219, Rebeccatown, CT 37157",4
ORD006775,CUST9785,Daniel Anderson,briggsscott@miller.com,119-798-3604x026,Ericville,North Carolina,Netherlands,PROD616,Service Bag,Grocery,5,44654.29,0.13,194246.16,UPI,Processing,2024-06-19,"80347 Lynn Mills Suite 854, Port Richard, NJ 57159",6
ORD006776,CUST4643,Ariel Smith,alexanderbarnett@avery-martinez.net,001-226-110-3800,Duffyburgh,South Carolina,Guadeloupe,PROD447,Administration Shoes,Electronics,2,33438.48,0.08,61526.8,Net Banking,Shipped,2025-01-07,"1179 Wilson Dale, Shirleychester, LA 25085",1
ORD006777,CUST8111,Allen Marshall,moorejason@gmail.com,(209)076-8721x93096,Port Cheryl,Mississippi,Panama,PROD422,Company Table,Books,3,42696.97,0.05,121686.36,Credit Card,Returned,2024-01-27,"5009 Nguyen Rapid, Nicolemouth, ID 95726",9
ORD006778,CUST5600,Taylor Kline,bryanhernandez@hotmail.com,904.780.6207x37701,Alvarezchester,Delaware,Uzbekistan,PROD305,Bed Phone,Grocery,2,27524.12,0.07,51194.86,Debit Card,Processing,2024-11-03,"17126 Barry Crescent Suite 447, New Kimberlyborough, MO 46273",10
ORD006779,CUST3626,Crystal May,koconnell@parker.net,820-906-8904,Lake Davidside,Texas,Mayotte,PROD782,Get Phone,Sports,1,3146.99,0.05,2989.64,Credit Card,Shipped,2025-01-23,"615 Johnson Field Suite 663, South Krystalville, SC 02680",4
ORD006780,CUST7883,Deborah Sandoval,landryderek@hotmail.com,+1-986-944-3918x841,Walkertown,Maine,Yemen,PROD166,Every Laptop,Beauty,2,20769.4,0.35,27000.22,Cash on Delivery,Cancelled,2024-05-01,"37199 Shaw Common Apt. 386, South Kylehaven, WA 35293",7
ORD006781,CUST5503,Michael Morgan,richardbuchanan@reilly.com,(837)345-8722,Lake Lanceberg,Arkansas,Uganda,PROD273,Democrat Phone,Home & Kitchen,1,5291.83,0.27,3863.04,UPI,Delivered,2024-12-29,"660 Stone Springs, Port Jonmouth, UT 24682",10
ORD006782,CUST8603,Patrick Mullins,pking@bishop.com,602.696.7447,West Robinton,Indiana,Czech Republic,PROD951,Yourself Shoes,Sports,1,666.7,0.1,600.03,UPI,Returned,2024-05-17,"5944 Amanda Fields Suite 814, Banksborough, SC 27414",2
ORD006783,CUST7151,Megan Edwards,nrodgers@campbell.biz,622.491.1801x412,Lake Ronaldberg,Texas,Barbados,PROD877,War Shoes,Toys,4,16343.24,0.11,58181.93,Credit Card,Delivered,2024-03-20,"43630 Brooks Corner Apt. 116, Elizabethberg, TX 93657",4
ORD006784,CUST6835,Sara Gomez,jonespatricia@hotmail.com,707-266-8885x32075,Sarahshire,West Virginia,Austria,PROD203,Might Bag,Books,4,25737.98,0.21,81332.02,Cash on Delivery,Cancelled,2025-01-13,"6835 Gregory Keys, Dorseyport, GA 52343",6
ORD006785,CUST2565,Jared Howe,rhodesalyssa@yahoo.com,+1-339-351-9075x022,North Margaret,New York,Luxembourg,PROD849,Particular Table,Beauty,5,42310.42,0.13,184050.33,Net Banking,Delivered,2025-03-16,"689 Brooks Drive Suite 020, Brianburgh, AL 05838",5
ORD006786,CUST8129,Craig Palmer,gardneranne@barr.info,177.210.8227,Roseborough,Arizona,Bosnia and Herzegovina,PROD939,Vote Table,Home & Kitchen,4,5858.51,0.2,18747.23,Debit Card,Cancelled,2025-04-06,"480 Nathan Prairie, North Susanmouth, TX 70451",6
ORD006787,CUST2640,Ryan Hopkins,vjohnson@yahoo.com,633-239-5195x48702,West Shaun,Illinois,Comoros,PROD955,Sister Table,Electronics,2,21899.73,0.12,38543.52,UPI,Returned,2024-02-07,"841 Romero Motorway, Carrton, CO 92604",9
ORD006788,CUST6838,Amber Deleon,donald50@daniel-sanders.com,192-393-5040x0936,West Nicole,Georgia,Wallis and Futuna,PROD126,Identify Phone,Fashion,4,34039.71,0.04,130712.49,Cash on Delivery,Returned,2024-06-09,"8035 Davis Landing, South Nathanielport, IA 76818",9
ORD006789,CUST8329,Derek Norman,nicole40@hotmail.com,001-769-533-5368x98354,Chadville,Wisconsin,Turks and Caicos Islands,PROD287,Recognize Table,Sports,3,33181.27,0.15,84612.24,Debit Card,Cancelled,2025-02-20,"9803 Garrett Pines Suite 483, Amyview, RI 07494",5
ORD006790,CUST5913,Dr. Julie Hernandez DDS,gregoryduffy@martin.com,700.660.7361x1176,Brandonhaven,Kentucky,Pitcairn Islands,PROD289,Dark Shoes,Toys,4,41455.26,0.38,102809.04,Debit Card,Delivered,2024-02-18,"888 Catherine Lock, West Stevenmouth, HI 22215",3
ORD006791,CUST1612,John Sweeney,shelbygarcia@hotmail.com,536-523-1440x482,Stewartshire,California,Lesotho,PROD159,New Shoes,Home & Kitchen,1,43446.69,0.31,29978.22,Credit Card,Cancelled,2025-05-05,"1384 Anthony Points Apt. 920, Jasonville, AZ 78896",9
ORD006792,CUST6616,Sara Larsen,bcontreras@gmail.com,342.269.1572,South Patricia,Connecticut,Angola,PROD443,Standard Phone,Sports,2,1544.86,0.28,2224.6,UPI,Processing,2024-05-16,"00149 Hernandez Rest Suite 060, North William, IL 09029",4
ORD006793,CUST9545,Erik Wiggins,allison81@mcmahon-anderson.org,+1-839-669-5230x29092,Port Michealton,Rhode Island,Holy See (Vatican City State),PROD447,Well Laptop,Sports,4,4478.36,0.33,12002.0,Net Banking,Processing,2024-01-06,"407 Weber Expressway, West Marissaport, GA 32918",1
ORD006794,CUST9745,Steven Williams,howardemily@simpson.com,011-773-5733x521,West Crystal,Massachusetts,Northern Mariana Islands,PROD792,Win Table,Books,3,35189.21,0.01,104511.95,Cash on Delivery,Delivered,2025-02-22,"PSC 1825, Box 2223, APO AP 00966",3
ORD006795,CUST2665,Carolyn Mathews,susanjones@hotmail.com,467.657.6887x35166,Lake Kenneth,Georgia,Ukraine,PROD271,Practice Table,Sports,3,2163.32,0.01,6425.06,Net Banking,Cancelled,2024-10-07,"13893 Duran Throughway, South Jillbury, KY 80900",8
ORD006796,CUST6981,Cody Owen,heather24@christensen-walton.com,531-277-5720x92430,South Theodore,Oregon,United Kingdom,PROD857,Everything Table,Home & Kitchen,5,48023.25,0.01,237715.09,Credit Card,Cancelled,2024-04-26,"612 Evelyn Gateway, Marcuston, VT 82451",4
ORD006797,CUST2902,Melanie Parks,henryrichard@hotmail.com,318-757-7735,West Bonnie,Texas,British Indian Ocean Territory (Chagos Archipelago),PROD815,Eat Phone,Electronics,2,31962.12,0.24,48582.42,Cash on Delivery,Processing,2024-01-14,"4731 Michael Alley, Smithhaven, MI 10688",4
ORD006798,CUST5725,Cody Snyder,walkermark@hotmail.com,(289)422-6573x1148,Aprilstad,Oklahoma,Sao Tome and Principe,PROD147,Spend Bag,Toys,3,13882.72,0.36,26654.82,Cash on Delivery,Cancelled,2024-03-23,"06766 Heather Alley Suite 648, Emilyville, MO 87987",7
ORD006799,CUST4341,Makayla Mitchell,meyerdeborah@yahoo.com,(644)437-2406,South Todd,Alabama,Czech Republic,PROD301,Record Laptop,Toys,2,2975.12,0.14,5117.21,Net Banking,Shipped,2024-08-28,"Unit 0381 Box 0875, DPO AP 77881",4
ORD006800,CUST9888,Oscar Davis,jibarra@livingston-lambert.com,(402)520-3466x960,Mariastad,Indiana,Cote d'Ivoire,PROD991,Anyone Table,Grocery,5,43302.18,0.09,197024.92,Debit Card,Shipped,2024-02-29,"44006 Susan Courts, Stacybury, ID 51276",9
ORD006801,CUST4590,Charles Nolan,marcus58@hotmail.com,+1-796-099-1819x95782,Lake Laura,Michigan,Uruguay,PROD481,Themselves Phone,Electronics,4,39220.46,0.33,105110.83,UPI,Processing,2024-08-04,"Unit 4198 Box 7577, DPO AE 07327",6
ORD006802,CUST4492,Damon Sheppard,fperry@crawford.info,+1-149-806-6254x17975,Tanyastad,Mississippi,Haiti,PROD913,Such Laptop,Home & Kitchen,2,29997.35,0.01,59394.75,UPI,Returned,2025-02-24,"243 Proctor Viaduct, Port Gregory, AL 59237",2
ORD006803,CUST6020,Yesenia Kelly,daniel40@gutierrez-diaz.org,001-325-558-3070x929,Scottview,Massachusetts,Taiwan,PROD844,Defense Bag,Home & Kitchen,3,43543.86,0.11,116262.11,Cash on Delivery,Delivered,2024-02-01,"99135 Burton Crossroad Apt. 698, Harrisonshire, ID 80251",1
ORD006804,CUST1965,Raymond Gross,gregoryallen@whitney.biz,802.025.5530,Adamberg,Iowa,Croatia,PROD572,Each Watch,Beauty,5,27739.71,0.39,84606.12,Debit Card,Shipped,2024-11-17,"5742 Summer Hill Suite 317, Sandraside, ND 58711",2
ORD006805,CUST1644,Amber Travis,turnermichael@hernandez.com,+1-269-305-2681x7028,Dunnfort,Nebraska,South Africa,PROD993,Seat Bag,Sports,1,30582.9,0.3,21408.03,Cash on Delivery,Cancelled,2024-01-09,"84019 Cline Turnpike Apt. 125, Alexandershire, AR 46318",4
ORD006806,CUST8130,Lindsey Henderson,harmonallen@yahoo.com,301.254.8678,Port Hailey,Alabama,Paraguay,PROD987,Tree Table,Electronics,3,45695.89,0.26,101444.88,Cash on Delivery,Delivered,2024-09-08,"459 Jennifer Isle Apt. 204, Phillipsbury, NC 42157",7
ORD006807,CUST5910,Alexander Deleon,mariacastro@hotmail.com,(076)066-9742x40160,South Brittany,South Dakota,Chad,PROD556,Citizen Table,Grocery,2,43823.48,0.01,86770.49,Net Banking,Cancelled,2025-02-22,"799 Rowe Garden Apt. 801, West David, NV 98911",9
ORD006808,CUST1584,Michael George,carrollcourtney@yahoo.com,414.922.9768,South Michaelport,Indiana,Benin,PROD386,Include Watch,Sports,3,38069.16,0.25,85655.61,Net Banking,Delivered,2024-09-03,"9552 Sean Extension Apt. 015, Lake Michael, GA 94833",2
ORD006809,CUST1392,Melissa Martinez,rlewis@lloyd.info,156.347.1103x5052,Glennchester,Georgia,New Caledonia,PROD819,Color Bag,Home & Kitchen,3,47560.85,0.23,109865.56,Net Banking,Cancelled,2024-07-03,"57038 Andrea Ridge Suite 179, Lake Christopher, NV 83887",2
ORD006810,CUST7123,Richard Hayes,robert21@garcia.biz,(799)307-0142x5034,Scottstad,South Dakota,Saint Lucia,PROD982,Ready Shoes,Beauty,2,1412.18,0.4,1694.62,Cash on Delivery,Delivered,2024-06-16,"6103 Laura Harbor, Huffburgh, PA 20839",7
ORD006811,CUST5038,Mark Nash,ramirezbrandon@gmail.com,+1-813-499-1048x16893,New Adam,Hawaii,Samoa,PROD630,Lose Laptop,Electronics,4,7244.46,0.29,20574.27,Net Banking,Returned,2024-04-01,"676 Chelsea Mount Apt. 626, Lake Brianside, WY 85963",7
ORD006812,CUST6782,Stanley Rasmussen,karen37@castaneda.com,812.290.0723x40602,Lloydbury,Michigan,Kenya,PROD116,Security Watch,Home & Kitchen,1,21776.5,0.36,13936.96,UPI,Processing,2024-10-23,"774 Christopher Glen Apt. 938, Lake James, WA 35483",3
ORD006813,CUST9250,Adam Delgado,nbell@gmail.com,350.335.6538,Harrisonport,Kansas,Angola,PROD905,Suffer Table,Books,4,16306.14,0.06,61311.09,UPI,Delivered,2024-05-05,"8953 Burns Hill, Gomezport, TN 18849",8
ORD006814,CUST8926,Gilbert Cobb,dmassey@hotmail.com,001-144-954-4161,Jamesmouth,Ohio,United States of America,PROD384,Talk Watch,Toys,2,6770.47,0.01,13405.53,UPI,Delivered,2024-01-13,"3780 Kim Fall Apt. 639, Douglasside, CA 53804",8
ORD006815,CUST3191,Janet Frost,lfleming@stephenson.com,+1-440-579-0827x096,New Jamesstad,Washington,Iran,PROD897,Ball Phone,Toys,1,37768.81,0.17,31348.11,Cash on Delivery,Processing,2024-02-11,"1216 Amanda Extension Suite 724, Wellsfort, AK 54965",6
ORD006816,CUST9028,Derrick Wilson PhD,dflores@gmail.com,902.879.7588x3558,Johnmouth,Vermont,British Virgin Islands,PROD875,We Watch,Sports,1,30129.06,0.33,20186.47,Cash on Delivery,Returned,2024-02-04,"0944 Smith Way, Lake Brandiberg, MS 04063",10
ORD006817,CUST9581,Ashley Burch,vroman@yahoo.com,(752)950-0714x92328,Scottside,Arizona,Bolivia,PROD196,End Table,Electronics,5,33400.75,0.09,151973.41,Cash on Delivery,Processing,2024-10-10,"097 John Cape, East Jonathonberg, HI 96283",3
ORD006818,CUST1710,Anna Brown,charlotte48@gmail.com,+1-688-774-6801,Alvaradoview,Missouri,Mongolia,PROD102,Matter Watch,Books,1,46314.93,0.02,45388.63,Credit Card,Delivered,2024-02-28,"550 Flores Via, Destinyfort, TX 24918",5
ORD006819,CUST4579,Jasmine Mosley,lthomas@hotmail.com,001-547-474-1263x39212,Rogersberg,Hawaii,United Arab Emirates,PROD385,Smile Bag,Toys,5,45049.44,0.08,207227.42,Debit Card,Cancelled,2024-03-17,"72742 Michael Street Apt. 838, Nelsonberg, NJ 48013",9
ORD006820,CUST5168,Joshua Jackson,amanda86@robertson.info,001-635-968-3063,Jameschester,Pennsylvania,Turkmenistan,PROD852,Someone Shoes,Sports,4,12248.9,0.28,35276.83,Credit Card,Processing,2024-08-21,"42515 Parker Loop Apt. 043, New Kevinmouth, PA 08685",9
ORD006821,CUST6534,Mark Tucker,penningtongail@yahoo.com,001-618-849-4616,West Anthonyville,Rhode Island,Australia,PROD719,Section Laptop,Beauty,2,48963.4,0.39,59735.35,Credit Card,Processing,2024-03-08,"934 Mark Square Suite 427, Clarkton, DC 04476",10
ORD006822,CUST9904,Sean Wu,robert49@gmail.com,+1-429-375-3744x95905,New Andrea,New Mexico,French Southern Territories,PROD573,Floor Watch,Sports,4,6844.24,0.05,26008.11,Debit Card,Returned,2024-02-19,"175 Willie Crescent Apt. 650, West Chaseberg, IA 31451",10
ORD006823,CUST8824,Paula Solomon,lbrown@rivera.biz,+1-102-600-2665x8384,West Amandastad,Montana,Bulgaria,PROD324,Last Bag,Electronics,2,27162.83,0.39,33138.65,Credit Card,Returned,2024-04-27,"4177 Donna Underpass, East Richard, KS 51934",8
ORD006824,CUST3123,Erin Brown,joel66@smith.net,+1-231-065-1185x5591,Shannonborough,Wyoming,Cambodia,PROD259,Mr Watch,Grocery,5,8193.12,0.01,40555.94,Net Banking,Processing,2024-11-05,"3301 Navarro Summit, East Angel, IN 05953",4
ORD006825,CUST5332,Mr. Timothy Fischer,ferrelldaniel@gibbs-reyes.com,+1-653-742-8347x8201,Danielmouth,South Dakota,Congo,PROD241,Upon Laptop,Fashion,5,8066.72,0.35,26216.84,Credit Card,Delivered,2024-04-28,"80793 Sampson Branch Apt. 573, Russellshire, MO 35821",5
ORD006826,CUST1419,Christopher Kelley,rallen@hotmail.com,001-020-084-1790x6818,Kellyview,Hawaii,Reunion,PROD425,Test Bag,Home & Kitchen,2,1594.6,0.25,2391.9,Cash on Delivery,Processing,2024-10-04,"41637 Nicholas Branch, Annafurt, OK 14345",3
ORD006827,CUST1863,Aaron Jones,robertcharles@walton.com,001-681-315-3262x60032,Tracyview,Connecticut,Wallis and Futuna,PROD331,Activity Table,Electronics,3,8434.52,0.15,21508.03,Cash on Delivery,Processing,2024-04-20,"6024 Stephen Run Apt. 475, West Kristin, TX 88310",5
ORD006828,CUST6256,Nathan Perez,bishopwalter@gmail.com,001-695-743-6607x27829,South Jose,Nevada,Jordan,PROD875,Writer Table,Sports,5,2991.02,0.28,10767.67,Cash on Delivery,Delivered,2024-03-29,"657 Lisa Parks Suite 608, East Michelemouth, RI 37993",10
ORD006829,CUST1184,Susan Hernandez,williamwatson@yahoo.com,001-066-022-5940x153,East Candaceland,Kentucky,Lebanon,PROD457,Research Watch,Grocery,2,153.68,0.23,236.67,Net Banking,Cancelled,2024-10-11,"2770 Johnathan Garden, Perrytown, OH 47600",7
ORD006830,CUST6251,Monique Lucas,castrovincent@wong-ramirez.com,(312)978-5015,Lake Scottside,South Carolina,Namibia,PROD842,May Shoes,Grocery,1,10255.58,0.25,7691.68,Debit Card,Shipped,2024-01-30,"58789 Kylie Motorway Apt. 232, Gentryhaven, MO 35856",2
ORD006831,CUST2395,Mr. Stephen Scott,michaelcantu@yahoo.com,675.940.2461x33233,South Jennaton,South Carolina,Macedonia,PROD891,Partner Watch,Grocery,3,22435.92,0.26,49807.74,Credit Card,Shipped,2024-01-20,"737 Jose Forks, Sarahton, NV 80094",5
ORD006832,CUST1523,Gloria Dunlap,jason89@sanchez-moore.biz,026-659-0059x9227,South Michaelland,Hawaii,Saint Barthelemy,PROD966,They Phone,Home & Kitchen,3,4705.12,0.09,12844.98,Debit Card,Processing,2024-10-21,"567 Maria Ports, Jesseton, KS 02197",10
ORD006833,CUST5688,Stephen Mcgrath,clarkmartha@richards-lawrence.net,001-141-814-0765x3430,Christinestad,Georgia,United States Virgin Islands,PROD579,Eight Laptop,Grocery,3,43431.01,0.03,126384.24,Credit Card,Delivered,2024-04-21,"Unit 4727 Box 6295, DPO AP 83359",9
ORD006834,CUST9764,Michele Baxter,lisa20@mahoney.net,486.163.3572,Jeremyport,Colorado,Guyana,PROD391,Sort Laptop,Sports,3,23212.78,0.29,49443.22,UPI,Processing,2024-08-22,"41031 Morris Falls Apt. 554, Brittanyland, DC 75426",4
ORD006835,CUST8556,Cynthia Armstrong,rossdavid@thompson.com,739-772-9941x806,Stevenmouth,Montana,Slovakia (Slovak Republic),PROD589,Knowledge Bag,Books,3,22366.26,0.02,65756.8,Cash on Delivery,Returned,2025-05-15,"Unit 1010 Box 1091, DPO AA 33856",9
ORD006836,CUST7860,Ashley Thompson,mparrish@cervantes.biz,878-482-1467,Ericfurt,Arizona,Norway,PROD528,Site Phone,Home & Kitchen,3,16523.35,0.18,40647.44,UPI,Processing,2024-06-20,"562 Palmer Creek, New Kimberly, LA 41468",9
ORD006837,CUST8880,Karen Bailey,robert29@gmail.com,844-862-7038,Jonesfurt,California,United States of America,PROD636,Ball Shoes,Home & Kitchen,3,13026.17,0.17,32435.16,Credit Card,Cancelled,2025-01-11,"900 Hopkins Turnpike Apt. 102, Lake Allisonchester, VT 43634",2
ORD006838,CUST5605,Becky Olson,deborah71@hoover-hines.com,(142)394-1909,Davidview,California,Bolivia,PROD782,Child Watch,Grocery,3,23604.78,0.04,67981.77,Cash on Delivery,Processing,2024-08-23,"895 Elizabeth Corners, Port Christopher, CO 12170",4
